"","fips","year","state_initial.x","county_name","party","candidatevotes"
"60253",48281,2020,"TX","LAMPASAS","DEMOCRAT",2144
"60268",48283,2020,"TX","LA SALLE","DEMOCRAT",1052
"60276",48283,2020,"TX","LA SALLE","REPUBLICAN",1335
"60291",48285,2020,"TX","LAVACA","DEMOCRAT",1333
"60295",48285,2020,"TX","LAVACA","REPUBLICAN",8804
"60311",48287,2020,"TX","LEE","REPUBLICAN",6255
"60313",48287,2020,"TX","LEE","DEMOCRAT",1750
"60331",48289,2020,"TX","LEON","REPUBLICAN",7523
"60340",48289,2020,"TX","LEON","DEMOCRAT",1072
"60349",48291,2020,"TX","LIBERTY","DEMOCRAT",5785
"60358",48291,2020,"TX","LIBERTY","REPUBLICAN",23302
"60386",48293,2020,"TX","LIMESTONE","DEMOCRAT",2213
"60387",48293,2020,"TX","LIMESTONE","REPUBLICAN",6789
"60392",48295,2020,"TX","LIPSCOMB","REPUBLICAN",1205
"60406",48295,2020,"TX","LIPSCOMB","DEMOCRAT",131
"60412",48297,2020,"TX","LIVE OAK","REPUBLICAN",4199
"60415",48297,2020,"TX","LIVE OAK","DEMOCRAT",819
"60440",48299,2020,"TX","LLANO","DEMOCRAT",2465
"60442",48299,2020,"TX","LLANO","REPUBLICAN",10079
"60457",48301,2020,"TX","LOVING","REPUBLICAN",60
"60471",48301,2020,"TX","LOVING","DEMOCRAT",4
"60474",48303,2020,"TX","LUBBOCK","REPUBLICAN",78861
"60475",48303,2020,"TX","LUBBOCK","DEMOCRAT",40017
"60502",48305,2020,"TX","LYNN","DEMOCRAT",428
"60513",48305,2020,"TX","LYNN","REPUBLICAN",1853
"60514",48307,2020,"TX","MCCULLOCH","DEMOCRAT",490
"60516",48307,2020,"TX","MCCULLOCH","REPUBLICAN",2904
"60548",48309,2020,"TX","MCLENNAN","REPUBLICAN",59543
"60549",48309,2020,"TX","MCLENNAN","DEMOCRAT",36688
"60561",48311,2020,"TX","MCMULLEN","DEMOCRAT",53
"60573",48311,2020,"TX","MCMULLEN","REPUBLICAN",460
"60580",48313,2020,"TX","MADISON","REPUBLICAN",4169
"60593",48313,2020,"TX","MADISON","DEMOCRAT",1088
"60613",48315,2020,"TX","MARION","DEMOCRAT",1339
"60618",48315,2020,"TX","MARION","REPUBLICAN",3470
"60623",48317,2020,"TX","MARTIN","REPUBLICAN",1857
"60634",48317,2020,"TX","MARTIN","DEMOCRAT",288
"60640",48319,2020,"TX","MASON","DEMOCRAT",457
"60644",48319,2020,"TX","MASON","REPUBLICAN",1991
"60674",48321,2020,"TX","MATAGORDA","DEMOCRAT",3733
"60676",48321,2020,"TX","MATAGORDA","REPUBLICAN",9845
"60693",48323,2020,"TX","MAVERICK","DEMOCRAT",8332
"60700",48323,2020,"TX","MAVERICK","REPUBLICAN",6881
"60704",48325,2020,"TX","MEDINA","DEMOCRAT",6773
"60711",48325,2020,"TX","MEDINA","REPUBLICAN",15642
"60727",48327,2020,"TX","MENARD","REPUBLICAN",823
"60731",48327,2020,"TX","MENARD","DEMOCRAT",197
"60752",48329,2020,"TX","MIDLAND","REPUBLICAN",45624
"60758",48329,2020,"TX","MIDLAND","DEMOCRAT",12329
"60771",48331,2020,"TX","MILAM","DEMOCRAT",2496
"60778",48331,2020,"TX","MILAM","REPUBLICAN",7984
"60792",48333,2020,"TX","MILLS","DEMOCRAT",271
"60795",48333,2020,"TX","MILLS","REPUBLICAN",2217
"60821",48335,2020,"TX","MITCHELL","DEMOCRAT",397
"60828",48335,2020,"TX","MITCHELL","REPUBLICAN",2170
"60839",48337,2020,"TX","MONTAGUE","REPUBLICAN",8615
"60842",48337,2020,"TX","MONTAGUE","DEMOCRAT",1097
"60861",48339,2020,"TX","MONTGOMERY","DEMOCRAT",74377
"60868",48339,2020,"TX","MONTGOMERY","REPUBLICAN",193382
"60889",48341,2020,"TX","MOORE","REPUBLICAN",4359
"60891",48341,2020,"TX","MOORE","DEMOCRAT",1062
"60897",48343,2020,"TX","MORRIS","REPUBLICAN",3872
"60908",48343,2020,"TX","MORRIS","DEMOCRAT",1669
"60928",48345,2020,"TX","MOTLEY","DEMOCRAT",46
"60929",48345,2020,"TX","MOTLEY","REPUBLICAN",604
"60943",48347,2020,"TX","NACOGDOCHES","DEMOCRAT",9000
"60950",48347,2020,"TX","NACOGDOCHES","REPUBLICAN",17378
"60969",48349,2020,"TX","NAVARRO","REPUBLICAN",13800
"60975",48349,2020,"TX","NAVARRO","DEMOCRAT",5101
"60980",48351,2020,"TX","NEWTON","REPUBLICAN",4882
"60995",48351,2020,"TX","NEWTON","DEMOCRAT",1173
"61001",48353,2020,"TX","NOLAN","REPUBLICAN",4131
"61009",48353,2020,"TX","NOLAN","DEMOCRAT",1162
"61024",48355,2020,"TX","NUECES","REPUBLICAN",64617
"61031",48355,2020,"TX","NUECES","DEMOCRAT",60925
"61049",48357,2020,"TX","OCHILTREE","DEMOCRAT",302
"61053",48357,2020,"TX","OCHILTREE","REPUBLICAN",2812
"61062",48359,2020,"TX","OLDHAM","DEMOCRAT",81
"61065",48359,2020,"TX","OLDHAM","REPUBLICAN",917
"61084",48361,2020,"TX","ORANGE","REPUBLICAN",29186
"61085",48361,2020,"TX","ORANGE","DEMOCRAT",6357
"61106",48363,2020,"TX","PALO PINTO","REPUBLICAN",10179
"61121",48363,2020,"TX","PALO PINTO","DEMOCRAT",2178
"61129",48365,2020,"TX","PANOLA","REPUBLICAN",9326
"61136",48365,2020,"TX","PANOLA","DEMOCRAT",2057
"61158",48367,2020,"TX","PARKER","REPUBLICAN",62045
"61160",48367,2020,"TX","PARKER","DEMOCRAT",13017
"61173",48369,2020,"TX","PARMER","REPUBLICAN",2135
"61178",48369,2020,"TX","PARMER","DEMOCRAT",488
"61195",48371,2020,"TX","PECOS","REPUBLICAN",3215
"61204",48371,2020,"TX","PECOS","DEMOCRAT",1382
"61214",48373,2020,"TX","POLK","DEMOCRAT",5387
"61218",48373,2020,"TX","POLK","REPUBLICAN",18573
"61228",48375,2020,"TX","POTTER","DEMOCRAT",9921
"61235",48375,2020,"TX","POTTER","REPUBLICAN",22820
"61259",48377,2020,"TX","PRESIDIO","REPUBLICAN",721
"61262",48377,2020,"TX","PRESIDIO","DEMOCRAT",1463
"61288",48379,2020,"TX","RAINS","REPUBLICAN",5155
"61289",48379,2020,"TX","RAINS","DEMOCRAT",842
"61307",48381,2020,"TX","RANDALL","REPUBLICAN",50796
"61308",48381,2020,"TX","RANDALL","DEMOCRAT",12802
"61320",48383,2020,"TX","REAGAN","REPUBLICAN",942
"61329",48383,2020,"TX","REAGAN","DEMOCRAT",172
"61337",48385,2020,"TX","REAL","DEMOCRAT",320
"61342",48385,2020,"TX","REAL","REPUBLICAN",1643
"61361",48387,2020,"TX","RED RIVER","DEMOCRAT",1246
"61373",48387,2020,"TX","RED RIVER","REPUBLICAN",4517
"61392",48389,2020,"TX","REEVES","DEMOCRAT",1395
"61393",48389,2020,"TX","REEVES","REPUBLICAN",2254
"61396",48391,2020,"TX","REFUGIO","REPUBLICAN",2210
"61411",48391,2020,"TX","REFUGIO","DEMOCRAT",1108
"61426",48393,2020,"TX","ROBERTS","REPUBLICAN",529
"61436",48393,2020,"TX","ROBERTS","DEMOCRAT",17
"61451",48395,2020,"TX","ROBERTSON","REPUBLICAN",5646
"61455",48395,2020,"TX","ROBERTSON","DEMOCRAT",2374
"61459",48397,2020,"TX","ROCKWALL","REPUBLICAN",36726
"61470",48397,2020,"TX","ROCKWALL","DEMOCRAT",16412
"61480",48399,2020,"TX","RUNNELS","DEMOCRAT",552
"61489",48399,2020,"TX","RUNNELS","REPUBLICAN",3807
"61508",48401,2020,"TX","RUSK","REPUBLICAN",16534
"61511",48401,2020,"TX","RUSK","DEMOCRAT",4629
"61530",48403,2020,"TX","SABINE","DEMOCRAT",669
"61535",48403,2020,"TX","SABINE","REPUBLICAN",4784
"61545",48405,2020,"TX","SAN AUGUSTINE","DEMOCRAT",980
"61552",48405,2020,"TX","SAN AUGUSTINE","REPUBLICAN",3007
"61577",48407,2020,"TX","SAN JACINTO","REPUBLICAN",10161
"61578",48407,2020,"TX","SAN JACINTO","DEMOCRAT",2337
"61589",48409,2020,"TX","SAN PATRICIO","REPUBLICAN",16516
"61597",48409,2020,"TX","SAN PATRICIO","DEMOCRAT",8988
"61611",48411,2020,"TX","SAN SABA","DEMOCRAT",287
"61624",48411,2020,"TX","SAN SABA","REPUBLICAN",2308
"61636",48413,2020,"TX","SCHLEICHER","REPUBLICAN",940
"61638",48413,2020,"TX","SCHLEICHER","DEMOCRAT",211
"61658",48415,2020,"TX","SCURRY","DEMOCRAT",818
"61668",48415,2020,"TX","SCURRY","REPUBLICAN",4983
"61671",48417,2020,"TX","SHACKELFORD","REPUBLICAN",1484
"61672",48417,2020,"TX","SHACKELFORD","DEMOCRAT",130
"61695",48419,2020,"TX","SHELBY","DEMOCRAT",2068
"61697",48419,2020,"TX","SHELBY","REPUBLICAN",7975
"61725",48421,2020,"TX","SHERMAN","REPUBLICAN",886
"61731",48421,2020,"TX","SHERMAN","DEMOCRAT",91
"61733",48423,2020,"TX","SMITH","REPUBLICAN",69080
"61750",48423,2020,"TX","SMITH","DEMOCRAT",29615
"61753",48425,2020,"TX","SOMERVELL","DEMOCRAT",768
"61757",48425,2020,"TX","SOMERVELL","REPUBLICAN",4105
"61774",48427,2020,"TX","STARR","DEMOCRAT",9123
"61793",48427,2020,"TX","STARR","REPUBLICAN",8247
"61807",48429,2020,"TX","STEPHENS","REPUBLICAN",3385
"61813",48429,2020,"TX","STEPHENS","DEMOCRAT",397
"61820",48431,2020,"TX","STERLING","DEMOCRAT",51
"61835",48431,2020,"TX","STERLING","REPUBLICAN",584
"61840",48433,2020,"TX","STONEWALL","REPUBLICAN",615
"61846",48433,2020,"TX","STONEWALL","DEMOCRAT",116
"61859",48435,2020,"TX","SUTTON","REPUBLICAN",1222
"61860",48435,2020,"TX","SUTTON","DEMOCRAT",322
"61881",48437,2020,"TX","SWISHER","REPUBLICAN",1845
"61895",48437,2020,"TX","SWISHER","DEMOCRAT",478
"61900",48439,2020,"TX","TARRANT","REPUBLICAN",409741
"61915",48439,2020,"TX","TARRANT","DEMOCRAT",411567
"61922",48441,2020,"TX","TAYLOR","REPUBLICAN",39547
"61924",48441,2020,"TX","TAYLOR","DEMOCRAT",14588
"61951",48443,2020,"TX","TERRELL","REPUBLICAN",334
"61958",48443,2020,"TX","TERRELL","DEMOCRAT",119
"61978",48445,2020,"TX","TERRY","REPUBLICAN",2812
"61980",48445,2020,"TX","TERRY","DEMOCRAT",757
"61988",48447,2020,"TX","THROCKMORTON","REPUBLICAN",806
"62004",48447,2020,"TX","THROCKMORTON","DEMOCRAT",82
"62009",48449,2020,"TX","TITUS","DEMOCRAT",2856
"62024",48449,2020,"TX","TITUS","REPUBLICAN",7570
"62038",48451,2020,"TX","TOM GREEN","REPUBLICAN",32313
"62046",48451,2020,"TX","TOM GREEN","DEMOCRAT",12239
"62050",48453,2020,"TX","TRAVIS","REPUBLICAN",161337
"62062",48453,2020,"TX","TRAVIS","DEMOCRAT",435860
"62073",48455,2020,"TX","TRINITY","REPUBLICAN",5579
"62080",48455,2020,"TX","TRINITY","DEMOCRAT",1323
"62095",48457,2020,"TX","TYLER","DEMOCRAT",1403
"62108",48457,2020,"TX","TYLER","REPUBLICAN",8194
"62122",48459,2020,"TX","UPSHUR","DEMOCRAT",2877
"62125",48459,2020,"TX","UPSHUR","REPUBLICAN",15809
"62146",48461,2020,"TX","UPTON","DEMOCRAT",170
"62150",48461,2020,"TX","UPTON","REPUBLICAN",1178
"62160",48463,2020,"TX","UVALDE","REPUBLICAN",6174
"62172",48463,2020,"TX","UVALDE","DEMOCRAT",4073
"62179",48465,2020,"TX","VAL VERDE","REPUBLICAN",8284
"62184",48465,2020,"TX","VAL VERDE","DEMOCRAT",6771
"62203",48467,2020,"TX","VAN ZANDT","DEMOCRAT",3516
"62209",48467,2020,"TX","VAN ZANDT","REPUBLICAN",22270
"62228",48469,2020,"TX","VICTORIA","DEMOCRAT",10380
"62234",48469,2020,"TX","VICTORIA","REPUBLICAN",23358
"62247",48471,2020,"TX","WALKER","DEMOCRAT",7884
"62249",48471,2020,"TX","WALKER","REPUBLICAN",15375
"62267",48473,2020,"TX","WALLER","DEMOCRAT",8191
"62273",48473,2020,"TX","WALLER","REPUBLICAN",14260
"62287",48475,2020,"TX","WARD","REPUBLICAN",3241
"62297",48475,2020,"TX","WARD","DEMOCRAT",764
"62300",48477,2020,"TX","WASHINGTON","REPUBLICAN",12959
"62306",48477,2020,"TX","WASHINGTON","DEMOCRAT",4261
"62320",48479,2020,"TX","WEBB","REPUBLICAN",25898
"62325",48479,2020,"TX","WEBB","DEMOCRAT",41820
"62343",48481,2020,"TX","WHARTON","REPUBLICAN",11926
"62344",48481,2020,"TX","WHARTON","DEMOCRAT",4694
"62369",48483,2020,"TX","WHEELER","DEMOCRAT",168
"62371",48483,2020,"TX","WHEELER","REPUBLICAN",2159
"62385",48485,2020,"TX","WICHITA","REPUBLICAN",32069
"62400",48485,2020,"TX","WICHITA","DEMOCRAT",13161
"62409",48487,2020,"TX","WILBARGER","DEMOCRAT",956
"62420",48487,2020,"TX","WILBARGER","REPUBLICAN",3524
"62431",48489,2020,"TX","WILLACY","DEMOCRAT",3108
"62443",48489,2020,"TX","WILLACY","REPUBLICAN",2441
"62463",48491,2020,"TX","WILLIAMSON","REPUBLICAN",139729
"62466",48491,2020,"TX","WILLIAMSON","DEMOCRAT",143795
"62467",48493,2020,"TX","WILSON","DEMOCRAT",6350
"62470",48493,2020,"TX","WILSON","REPUBLICAN",18463
"62495",48495,2020,"TX","WINKLER","REPUBLICAN",1753
"62504",48495,2020,"TX","WINKLER","DEMOCRAT",358
"62511",48497,2020,"TX","WISE","DEMOCRAT",4973
"62524",48497,2020,"TX","WISE","REPUBLICAN",27032
"62545",48499,2020,"TX","WOOD","DEMOCRAT",3509
"62550",48499,2020,"TX","WOOD","REPUBLICAN",19049
"62565",48501,2020,"TX","YOAKUM","REPUBLICAN",2174
"62570",48501,2020,"TX","YOAKUM","DEMOCRAT",420
"62574",48503,2020,"TX","YOUNG","REPUBLICAN",7110
"62575",48503,2020,"TX","YOUNG","DEMOCRAT",1034
"62597",48505,2020,"TX","ZAPATA","REPUBLICAN",2033
"62604",48505,2020,"TX","ZAPATA","DEMOCRAT",1826
"62618",48507,2020,"TX","ZAVALA","DEMOCRAT",2864
"62628",48507,2020,"TX","ZAVALA","REPUBLICAN",1490
"62637",49001,2020,"UT","BEAVER","REPUBLICAN",0
"62639",49001,2020,"UT","BEAVER","REPUBLICAN",0
"62664",49001,2020,"UT","BEAVER","REPUBLICAN",0
"62665",49001,2020,"UT","BEAVER","DEMOCRAT",0
"62667",49001,2020,"UT","BEAVER","DEMOCRAT",357
"62668",49001,2020,"UT","BEAVER","REPUBLICAN",2695
"62669",49001,2020,"UT","BEAVER","DEMOCRAT",0
"62670",49001,2020,"UT","BEAVER","DEMOCRAT",0
"62689",49003,2020,"UT","BOX ELDER","DEMOCRAT",4473
"62693",49003,2020,"UT","BOX ELDER","DEMOCRAT",0
"62694",49003,2020,"UT","BOX ELDER","DEMOCRAT",0
"62697",49003,2020,"UT","BOX ELDER","REPUBLICAN",21548
"62700",49003,2020,"UT","BOX ELDER","REPUBLICAN",0
"62704",49003,2020,"UT","BOX ELDER","REPUBLICAN",0
"62705",49003,2020,"UT","BOX ELDER","REPUBLICAN",0
"62706",49003,2020,"UT","BOX ELDER","DEMOCRAT",0
"62713",49005,2020,"UT","CACHE","REPUBLICAN",38032
"62718",49005,2020,"UT","CACHE","REPUBLICAN",0
"62720",49005,2020,"UT","CACHE","REPUBLICAN",0
"62733",49005,2020,"UT","CACHE","REPUBLICAN",0
"62734",49005,2020,"UT","CACHE","DEMOCRAT",16650
"62739",49005,2020,"UT","CACHE","DEMOCRAT",0
"62740",49005,2020,"UT","CACHE","DEMOCRAT",0
"62742",49005,2020,"UT","CACHE","DEMOCRAT",0
"62743",49007,2020,"UT","CARBON","DEMOCRAT",0
"62751",49007,2020,"UT","CARBON","DEMOCRAT",0
"62755",49007,2020,"UT","CARBON","DEMOCRAT",0
"62765",49007,2020,"UT","CARBON","REPUBLICAN",6693
"62766",49007,2020,"UT","CARBON","REPUBLICAN",0
"62768",49007,2020,"UT","CARBON","DEMOCRAT",2392
"62773",49007,2020,"UT","CARBON","REPUBLICAN",0
"62775",49007,2020,"UT","CARBON","REPUBLICAN",0
"62782",49009,2020,"UT","DAGGETT","DEMOCRAT",111
"62785",49009,2020,"UT","DAGGETT","REPUBLICAN",496
"62786",49009,2020,"UT","DAGGETT","REPUBLICAN",0
"62787",49009,2020,"UT","DAGGETT","REPUBLICAN",0
"62789",49009,2020,"UT","DAGGETT","DEMOCRAT",0
"62790",49009,2020,"UT","DAGGETT","REPUBLICAN",0
"62805",49009,2020,"UT","DAGGETT","DEMOCRAT",0
"62814",49009,2020,"UT","DAGGETT","DEMOCRAT",0
"62825",49011,2020,"UT","DAVIS","DEMOCRAT",0
"62827",49011,2020,"UT","DAVIS","DEMOCRAT",0
"62829",49011,2020,"UT","DAVIS","DEMOCRAT",0
"62830",49011,2020,"UT","DAVIS","DEMOCRAT",57411
"62833",49011,2020,"UT","DAVIS","REPUBLICAN",0
"62844",49011,2020,"UT","DAVIS","REPUBLICAN",0
"62846",49011,2020,"UT","DAVIS","REPUBLICAN",104135
"62849",49011,2020,"UT","DAVIS","REPUBLICAN",0
"62852",49013,2020,"UT","DUCHESNE","REPUBLICAN",7512
"62856",49013,2020,"UT","DUCHESNE","REPUBLICAN",0
"62873",49013,2020,"UT","DUCHESNE","DEMOCRAT",0
"62879",49013,2020,"UT","DUCHESNE","DEMOCRAT",843
"62881",49013,2020,"UT","DUCHESNE","REPUBLICAN",0
"62882",49013,2020,"UT","DUCHESNE","DEMOCRAT",0
"62885",49013,2020,"UT","DUCHESNE","REPUBLICAN",0
"62886",49013,2020,"UT","DUCHESNE","DEMOCRAT",0
"62887",49015,2020,"UT","EMERY","REPUBLICAN",0
"62890",49015,2020,"UT","EMERY","REPUBLICAN",0
"62891",49015,2020,"UT","EMERY","DEMOCRAT",0
"62892",49015,2020,"UT","EMERY","DEMOCRAT",0
"62897",49015,2020,"UT","EMERY","REPUBLICAN",0
"62908",49015,2020,"UT","EMERY","DEMOCRAT",572
"62915",49015,2020,"UT","EMERY","REPUBLICAN",4207
"62921",49015,2020,"UT","EMERY","DEMOCRAT",0
"62929",49017,2020,"UT","GARFIELD","DEMOCRAT",0
"62934",49017,2020,"UT","GARFIELD","REPUBLICAN",0
"62937",49017,2020,"UT","GARFIELD","REPUBLICAN",0
"62941",49017,2020,"UT","GARFIELD","DEMOCRAT",514
"62951",49017,2020,"UT","GARFIELD","REPUBLICAN",0
"62954",49017,2020,"UT","GARFIELD","REPUBLICAN",2158
"62955",49017,2020,"UT","GARFIELD","DEMOCRAT",0
"62956",49017,2020,"UT","GARFIELD","DEMOCRAT",0
"62959",49019,2020,"UT","GRAND","DEMOCRAT",0
"62960",49019,2020,"UT","GRAND","REPUBLICAN",2248
"62964",49019,2020,"UT","GRAND","REPUBLICAN",0
"62965",49019,2020,"UT","GRAND","DEMOCRAT",0
"62971",49019,2020,"UT","GRAND","DEMOCRAT",2806
"62989",49019,2020,"UT","GRAND","REPUBLICAN",0
"62991",49019,2020,"UT","GRAND","REPUBLICAN",0
"62992",49019,2020,"UT","GRAND","DEMOCRAT",0
"63000",49021,2020,"UT","IRON","DEMOCRAT",0
"63004",49021,2020,"UT","IRON","DEMOCRAT",0
"63008",49021,2020,"UT","IRON","REPUBLICAN",0
"63011",49021,2020,"UT","IRON","REPUBLICAN",0
"63012",49021,2020,"UT","IRON","DEMOCRAT",0
"63023",49021,2020,"UT","IRON","REPUBLICAN",0
"63024",49021,2020,"UT","IRON","REPUBLICAN",18989
"63027",49021,2020,"UT","IRON","DEMOCRAT",4892
"63051",49023,2020,"UT","JUAB","REPUBLICAN",0
"63052",49023,2020,"UT","JUAB","REPUBLICAN",0
"63059",49023,2020,"UT","JUAB","DEMOCRAT",0
"63060",49023,2020,"UT","JUAB","DEMOCRAT",0
"63063",49023,2020,"UT","JUAB","REPUBLICAN",0
"63064",49023,2020,"UT","JUAB","DEMOCRAT",0
"63065",49023,2020,"UT","JUAB","REPUBLICAN",5087
"63066",49023,2020,"UT","JUAB","DEMOCRAT",645
"63080",49025,2020,"UT","KANE","REPUBLICAN",2998
"63089",49025,2020,"UT","KANE","REPUBLICAN",0
"63090",49025,2020,"UT","KANE","REPUBLICAN",0
"63091",49025,2020,"UT","KANE","DEMOCRAT",0
"63093",49025,2020,"UT","KANE","DEMOCRAT",1083
"63094",49025,2020,"UT","KANE","DEMOCRAT",0
"63098",49025,2020,"UT","KANE","DEMOCRAT",0
"63099",49025,2020,"UT","KANE","REPUBLICAN",0
"63105",49027,2020,"UT","MILLARD","REPUBLICAN",0
"63111",49027,2020,"UT","MILLARD","DEMOCRAT",0
"63117",49027,2020,"UT","MILLARD","REPUBLICAN",0
"63120",49027,2020,"UT","MILLARD","DEMOCRAT",0
"63121",49027,2020,"UT","MILLARD","DEMOCRAT",0
"63124",49027,2020,"UT","MILLARD","REPUBLICAN",5404
"63129",49027,2020,"UT","MILLARD","REPUBLICAN",0
"63132",49027,2020,"UT","MILLARD","DEMOCRAT",624
"63142",49029,2020,"UT","MORGAN","DEMOCRAT",1086
"63152",49029,2020,"UT","MORGAN","REPUBLICAN",0
"63153",49029,2020,"UT","MORGAN","DEMOCRAT",0
"63154",49029,2020,"UT","MORGAN","REPUBLICAN",5181
"63155",49029,2020,"UT","MORGAN","REPUBLICAN",0
"63162",49029,2020,"UT","MORGAN","REPUBLICAN",0
"63169",49029,2020,"UT","MORGAN","DEMOCRAT",0
"63173",49029,2020,"UT","MORGAN","DEMOCRAT",0
"63181",49031,2020,"UT","PIUTE","REPUBLICAN",0
"63186",49031,2020,"UT","PIUTE","DEMOCRAT",0
"63187",49031,2020,"UT","PIUTE","REPUBLICAN",0
"63193",49031,2020,"UT","PIUTE","DEMOCRAT",0
"63194",49031,2020,"UT","PIUTE","DEMOCRAT",0
"63197",49031,2020,"UT","PIUTE","DEMOCRAT",86
"63202",49031,2020,"UT","PIUTE","REPUBLICAN",773
"63206",49031,2020,"UT","PIUTE","REPUBLICAN",0
"63213",49033,2020,"UT","RICH","DEMOCRAT",0
"63214",49033,2020,"UT","RICH","DEMOCRAT",180
"63217",49033,2020,"UT","RICH","DEMOCRAT",0
"63219",49033,2020,"UT","RICH","DEMOCRAT",0
"63230",49033,2020,"UT","RICH","REPUBLICAN",1157
"63236",49033,2020,"UT","RICH","REPUBLICAN",0
"63244",49033,2020,"UT","RICH","REPUBLICAN",0
"63245",49033,2020,"UT","RICH","REPUBLICAN",0
"63249",49035,2020,"UT","SALT LAKE","REPUBLICAN",18253
"63250",49035,2020,"UT","SALT LAKE","REPUBLICAN",12970
"63251",49035,2020,"UT","SALT LAKE","REPUBLICAN",198951
"63254",49035,2020,"UT","SALT LAKE","DEMOCRAT",10705
"63268",49035,2020,"UT","SALT LAKE","DEMOCRAT",271576
"63273",49035,2020,"UT","SALT LAKE","DEMOCRAT",7625
"63280",49037,2020,"UT","SAN JUAN","DEMOCRAT",0
"63282",49037,2020,"UT","SAN JUAN","DEMOCRAT",0
"63285",49037,2020,"UT","SAN JUAN","DEMOCRAT",3113
"63292",49037,2020,"UT","SAN JUAN","REPUBLICAN",3535
"63293",49037,2020,"UT","SAN JUAN","DEMOCRAT",0
"63303",49037,2020,"UT","SAN JUAN","REPUBLICAN",0
"63304",49037,2020,"UT","SAN JUAN","REPUBLICAN",0
"63305",49037,2020,"UT","SAN JUAN","REPUBLICAN",0
"63315",49039,2020,"UT","SANPETE","DEMOCRAT",0
"63316",49039,2020,"UT","SANPETE","REPUBLICAN",0
"63319",49039,2020,"UT","SANPETE","DEMOCRAT",1794
"63320",49039,2020,"UT","SANPETE","DEMOCRAT",0
"63322",49039,2020,"UT","SANPETE","REPUBLICAN",0
"63323",49039,2020,"UT","SANPETE","DEMOCRAT",0
"63335",49039,2020,"UT","SANPETE","REPUBLICAN",10459
"63344",49039,2020,"UT","SANPETE","REPUBLICAN",0
"63351",49041,2020,"UT","SEVIER","DEMOCRAT",0
"63353",49041,2020,"UT","SEVIER","DEMOCRAT",1084
"63357",49041,2020,"UT","SEVIER","DEMOCRAT",0
"63361",49041,2020,"UT","SEVIER","REPUBLICAN",0
"63364",49041,2020,"UT","SEVIER","DEMOCRAT",0
"63370",49041,2020,"UT","SEVIER","REPUBLICAN",0
"63383",49041,2020,"UT","SEVIER","REPUBLICAN",0
"63385",49041,2020,"UT","SEVIER","REPUBLICAN",9052
"63392",49043,2020,"UT","SUMMIT","REPUBLICAN",10252
"63400",49043,2020,"UT","SUMMIT","REPUBLICAN",0
"63404",49043,2020,"UT","SUMMIT","DEMOCRAT",0
"63407",49043,2020,"UT","SUMMIT","REPUBLICAN",0
"63410",49043,2020,"UT","SUMMIT","REPUBLICAN",0
"63415",49043,2020,"UT","SUMMIT","DEMOCRAT",15244
"63418",49043,2020,"UT","SUMMIT","DEMOCRAT",0
"63420",49043,2020,"UT","SUMMIT","DEMOCRAT",0
"63423",49045,2020,"UT","TOOELE","DEMOCRAT",8943
"63439",49045,2020,"UT","TOOELE","REPUBLICAN",21014
"63442",49045,2020,"UT","TOOELE","DEMOCRAT",0
"63445",49045,2020,"UT","TOOELE","DEMOCRAT",0
"63449",49045,2020,"UT","TOOELE","REPUBLICAN",0
"63452",49045,2020,"UT","TOOELE","REPUBLICAN",0
"63455",49045,2020,"UT","TOOELE","DEMOCRAT",0
"63457",49045,2020,"UT","TOOELE","REPUBLICAN",0
"63460",49047,2020,"UT","UINTAH","REPUBLICAN",0
"63473",49047,2020,"UT","UINTAH","REPUBLICAN",13261
"63482",49047,2020,"UT","UINTAH","DEMOCRAT",1663
"63484",49047,2020,"UT","UINTAH","DEMOCRAT",0
"63487",49047,2020,"UT","UINTAH","REPUBLICAN",0
"63489",49047,2020,"UT","UINTAH","DEMOCRAT",0
"63492",49047,2020,"UT","UINTAH","REPUBLICAN",0
"63493",49047,2020,"UT","UINTAH","DEMOCRAT",0
"63495",49049,2020,"UT","UTAH","DEMOCRAT",0
"63502",49049,2020,"UT","UTAH","DEMOCRAT",76033
"63506",49049,2020,"UT","UTAH","DEMOCRAT",0
"63516",49049,2020,"UT","UTAH","REPUBLICAN",0
"63518",49049,2020,"UT","UTAH","DEMOCRAT",0
"63524",49049,2020,"UT","UTAH","REPUBLICAN",192812
"63525",49049,2020,"UT","UTAH","REPUBLICAN",0
"63526",49049,2020,"UT","UTAH","REPUBLICAN",0
"63533",49051,2020,"UT","WASATCH","DEMOCRAT",6187
"63534",49051,2020,"UT","WASATCH","REPUBLICAN",0
"63536",49051,2020,"UT","WASATCH","REPUBLICAN",10795
"63550",49051,2020,"UT","WASATCH","REPUBLICAN",0
"63554",49051,2020,"UT","WASATCH","DEMOCRAT",0
"63555",49051,2020,"UT","WASATCH","DEMOCRAT",0
"63557",49051,2020,"UT","WASATCH","DEMOCRAT",0
"63564",49051,2020,"UT","WASATCH","REPUBLICAN",0
"63566",49053,2020,"UT","WASHINGTON","DEMOCRAT",20530
"63568",49053,2020,"UT","WASHINGTON","DEMOCRAT",0
"63569",49053,2020,"UT","WASHINGTON","DEMOCRAT",0
"63572",49053,2020,"UT","WASHINGTON","DEMOCRAT",0
"63578",49053,2020,"UT","WASHINGTON","REPUBLICAN",67294
"63582",49053,2020,"UT","WASHINGTON","REPUBLICAN",0
"63585",49053,2020,"UT","WASHINGTON","REPUBLICAN",0
