"","fips","year","state_initial.x","county_name","party","candidatevotes"
"9",1001,2020,"AL","AUTAUGA","DEMOCRAT",7503
"12",1001,2020,"AL","AUTAUGA","REPUBLICAN",19838
"30",1003,2020,"AL","BALDWIN","DEMOCRAT",24578
"33",1003,2020,"AL","BALDWIN","REPUBLICAN",83544
"52",1005,2020,"AL","BARBOUR","DEMOCRAT",4816
"55",1005,2020,"AL","BARBOUR","REPUBLICAN",5622
"67",1007,2020,"AL","BIBB","DEMOCRAT",1986
"68",1007,2020,"AL","BIBB","REPUBLICAN",7525
"86",1009,2020,"AL","BLOUNT","DEMOCRAT",2640
"88",1009,2020,"AL","BLOUNT","REPUBLICAN",24711
"96",1011,2020,"AL","BULLOCK","REPUBLICAN",1146
"113",1011,2020,"AL","BULLOCK","DEMOCRAT",3446
"118",1013,2020,"AL","BUTLER","DEMOCRAT",3965
"131",1013,2020,"AL","BUTLER","REPUBLICAN",5458
"148",1015,2020,"AL","CALHOUN","REPUBLICAN",35101
"149",1015,2020,"AL","CALHOUN","DEMOCRAT",15216
"158",1017,2020,"AL","CHAMBERS","DEMOCRAT",6365
"162",1017,2020,"AL","CHAMBERS","REPUBLICAN",8753
"185",1019,2020,"AL","CHEROKEE","DEMOCRAT",1624
"188",1019,2020,"AL","CHEROKEE","REPUBLICAN",10583
"206",1021,2020,"AL","CHILTON","REPUBLICAN",16085
"207",1021,2020,"AL","CHILTON","DEMOCRAT",3073
"216",1023,2020,"AL","CHOCTAW","DEMOCRAT",3127
"223",1023,2020,"AL","CHOCTAW","REPUBLICAN",4296
"231",1025,2020,"AL","CLARKE","DEMOCRAT",5755
"236",1025,2020,"AL","CLARKE","REPUBLICAN",7324
"249",1027,2020,"AL","CLAY","REPUBLICAN",5601
"253",1027,2020,"AL","CLAY","DEMOCRAT",1267
"273",1029,2020,"AL","CLEBURNE","DEMOCRAT",675
"282",1029,2020,"AL","CLEBURNE","REPUBLICAN",6484
"299",1031,2020,"AL","COFFEE","REPUBLICAN",16899
"304",1031,2020,"AL","COFFEE","DEMOCRAT",5076
"320",1033,2020,"AL","COLBERT","DEMOCRAT",8343
"323",1033,2020,"AL","COLBERT","REPUBLICAN",19203
"339",1035,2020,"AL","CONECUH","DEMOCRAT",2966
"341",1035,2020,"AL","CONECUH","REPUBLICAN",3442
"348",1037,2020,"AL","COOSA","REPUBLICAN",3631
"360",1037,2020,"AL","COOSA","DEMOCRAT",1796
"362",1039,2020,"AL","COVINGTON","REPUBLICAN",14586
"373",1039,2020,"AL","COVINGTON","DEMOCRAT",2721
"383",1041,2020,"AL","CRENSHAW","DEMOCRAT",1700
"385",1041,2020,"AL","CRENSHAW","REPUBLICAN",4864
"407",1043,2020,"AL","CULLMAN","REPUBLICAN",36880
"409",1043,2020,"AL","CULLMAN","DEMOCRAT",4478
"428",1045,2020,"AL","DALE","DEMOCRAT",5170
"433",1045,2020,"AL","DALE","REPUBLICAN",14303
"450",1047,2020,"AL","DALLAS","REPUBLICAN",5524
"451",1047,2020,"AL","DALLAS","DEMOCRAT",12230
"457",1049,2020,"AL","DEKALB","REPUBLICAN",24767
"474",1049,2020,"AL","DEKALB","DEMOCRAT",4281
"485",1051,2020,"AL","ELMORE","REPUBLICAN",30164
"487",1051,2020,"AL","ELMORE","DEMOCRAT",10367
"501",1053,2020,"AL","ESCAMBIA","REPUBLICAN",10869
"505",1053,2020,"AL","ESCAMBIA","DEMOCRAT",4918
"517",1055,2020,"AL","ETOWAH","DEMOCRAT",11567
"530",1055,2020,"AL","ETOWAH","REPUBLICAN",35528
"547",1057,2020,"AL","FAYETTE","REPUBLICAN",7300
"549",1057,2020,"AL","FAYETTE","DEMOCRAT",1395
"554",1059,2020,"AL","FRANKLIN","REPUBLICAN",10376
"565",1059,2020,"AL","FRANKLIN","DEMOCRAT",2086
"573",1061,2020,"AL","GENEVA","DEMOCRAT",1595
"575",1061,2020,"AL","GENEVA","REPUBLICAN",10848
"595",1063,2020,"AL","GREENE","DEMOCRAT",3884
"597",1063,2020,"AL","GREENE","REPUBLICAN",875
"609",1065,2020,"AL","HALE","REPUBLICAN",3192
"626",1065,2020,"AL","HALE","DEMOCRAT",4663
"637",1067,2020,"AL","HENRY","DEMOCRAT",2606
"641",1067,2020,"AL","HENRY","REPUBLICAN",6607
"660",1069,2020,"AL","HOUSTON","DEMOCRAT",12917
"664",1069,2020,"AL","HOUSTON","REPUBLICAN",32618
"680",1071,2020,"AL","JACKSON","REPUBLICAN",19670
"684",1071,2020,"AL","JACKSON","DEMOCRAT",3717
"695",1073,2020,"AL","JEFFERSON","DEMOCRAT",181688
"701",1073,2020,"AL","JEFFERSON","REPUBLICAN",138843
"705",1075,2020,"AL","LAMAR","REPUBLICAN",6174
"718",1075,2020,"AL","LAMAR","DEMOCRAT",978
"724",1077,2020,"AL","LAUDERDALE","REPUBLICAN",31721
"727",1077,2020,"AL","LAUDERDALE","DEMOCRAT",11915
"744",1079,2020,"AL","LAWRENCE","REPUBLICAN",12322
"753",1079,2020,"AL","LAWRENCE","DEMOCRAT",3562
"763",1081,2020,"AL","LEE","DEMOCRAT",27860
"776",1081,2020,"AL","LEE","REPUBLICAN",42221
"784",1083,2020,"AL","LIMESTONE","REPUBLICAN",34640
"794",1083,2020,"AL","LIMESTONE","DEMOCRAT",13672
"816",1085,2020,"AL","LOWNDES","REPUBLICAN",1836
"817",1085,2020,"AL","LOWNDES","DEMOCRAT",4972
"822",1087,2020,"AL","MACON","DEMOCRAT",7108
"833",1087,2020,"AL","MACON","REPUBLICAN",1541
"850",1089,2020,"AL","MADISON","DEMOCRAT",87286
"853",1089,2020,"AL","MADISON","REPUBLICAN",102780
"867",1091,2020,"AL","MARENGO","DEMOCRAT",5488
"870",1091,2020,"AL","MARENGO","REPUBLICAN",5343
"878",1093,2020,"AL","MARION","DEMOCRAT",1463
"891",1093,2020,"AL","MARION","REPUBLICAN",12205
"899",1095,2020,"AL","MARSHALL","DEMOCRAT",5943
"906",1095,2020,"AL","MARSHALL","REPUBLICAN",33191
"926",1097,2020,"AL","MOBILE","REPUBLICAN",101243
"930",1097,2020,"AL","MOBILE","DEMOCRAT",79474
"939",1099,2020,"AL","MONROE","REPUBLICAN",6147
"943",1099,2020,"AL","MONROE","DEMOCRAT",4455
"963",1101,2020,"AL","MONTGOMERY","REPUBLICAN",33311
"966",1101,2020,"AL","MONTGOMERY","DEMOCRAT",64529
"977",1103,2020,"AL","MORGAN","DEMOCRAT",13234
"981",1103,2020,"AL","MORGAN","REPUBLICAN",39664
"997",1105,2020,"AL","PERRY","REPUBLICAN",1339
"1002",1105,2020,"AL","PERRY","DEMOCRAT",3860
"1016",1107,2020,"AL","PICKENS","REPUBLICAN",5594
"1019",1107,2020,"AL","PICKENS","DEMOCRAT",4022
"1036",1109,2020,"AL","PIKE","DEMOCRAT",5636
"1038",1109,2020,"AL","PIKE","REPUBLICAN",8042
"1050",1111,2020,"AL","RANDOLPH","REPUBLICAN",8559
"1058",1111,2020,"AL","RANDOLPH","DEMOCRAT",2203
"1080",1113,2020,"AL","RUSSELL","REPUBLICAN",9864
"1081",1113,2020,"AL","RUSSELL","DEMOCRAT",11228
"1085",1115,2020,"AL","ST. CLAIR","DEMOCRAT",7744
"1092",1115,2020,"AL","ST. CLAIR","REPUBLICAN",36166
"1108",1117,2020,"AL","SHELBY","DEMOCRAT",33268
"1109",1117,2020,"AL","SHELBY","REPUBLICAN",79700
"1123",1119,2020,"AL","SUMTER","REPUBLICAN",1598
"1126",1119,2020,"AL","SUMTER","DEMOCRAT",4648
"1143",1121,2020,"AL","TALLADEGA","DEMOCRAT",13138
"1148",1121,2020,"AL","TALLADEGA","REPUBLICAN",22235
"1167",1123,2020,"AL","TALLAPOOSA","DEMOCRAT",5859
"1171",1123,2020,"AL","TALLAPOOSA","REPUBLICAN",14963
"1196",1125,2020,"AL","TUSCALOOSA","DEMOCRAT",37765
"1197",1125,2020,"AL","TUSCALOOSA","REPUBLICAN",51117
"1211",1127,2020,"AL","WALKER","REPUBLICAN",26002
"1214",1127,2020,"AL","WALKER","DEMOCRAT",4834
"1231",1129,2020,"AL","WASHINGTON","REPUBLICAN",6564
"1234",1129,2020,"AL","WASHINGTON","DEMOCRAT",2258
"1246",1131,2020,"AL","WILCOX","DEMOCRAT",4048
"1254",1131,2020,"AL","WILCOX","REPUBLICAN",1833
"1268",1133,2020,"AL","WINSTON","DEMOCRAT",974
"1270",1133,2020,"AL","WINSTON","REPUBLICAN",10195
"1275",4001,2020,"AZ","APACHE","DEMOCRAT",294
"1276",4001,2020,"AZ","APACHE","REPUBLICAN",7262
"1284",4001,2020,"AZ","APACHE","DEMOCRAT",6539
"1297",4001,2020,"AZ","APACHE","REPUBLICAN",4053
"1298",4001,2020,"AZ","APACHE","REPUBLICAN",127
"1299",4001,2020,"AZ","APACHE","DEMOCRAT",16460
"1305",4003,2020,"AZ","COCHISE","DEMOCRAT",21563
"1316",4003,2020,"AZ","COCHISE","DEMOCRAT",674
"1319",4003,2020,"AZ","COCHISE","REPUBLICAN",7714
"1320",4003,2020,"AZ","COCHISE","REPUBLICAN",1909
"1322",4003,2020,"AZ","COCHISE","DEMOCRAT",1495
"1335",4003,2020,"AZ","COCHISE","REPUBLICAN",25934
"1338",4005,2020,"AZ","COCONINO","REPUBLICAN",295
"1339",4005,2020,"AZ","COCONINO","DEMOCRAT",39430
"1349",4005,2020,"AZ","COCONINO","REPUBLICAN",20311
"1352",4005,2020,"AZ","COCONINO","DEMOCRAT",305
"1353",4005,2020,"AZ","COCONINO","REPUBLICAN",6446
"1358",4005,2020,"AZ","COCONINO","DEMOCRAT",4963
"1371",4007,2020,"AZ","GILA","DEMOCRAT",7481
"1372",4007,2020,"AZ","GILA","REPUBLICAN",15005
"1381",4007,2020,"AZ","GILA","REPUBLICAN",112
"1386",4007,2020,"AZ","GILA","DEMOCRAT",1400
"1388",4007,2020,"AZ","GILA","DEMOCRAT",62
"1391",4007,2020,"AZ","GILA","REPUBLICAN",3260
"1398",4009,2020,"AZ","GRAHAM","DEMOCRAT",1055
"1399",4009,2020,"AZ","GRAHAM","REPUBLICAN",3314
"1401",4009,2020,"AZ","GRAHAM","REPUBLICAN",146
"1403",4009,2020,"AZ","GRAHAM","DEMOCRAT",35
"1406",4009,2020,"AZ","GRAHAM","REPUBLICAN",7289
"1408",4009,2020,"AZ","GRAHAM","DEMOCRAT",2944
"1429",4011,2020,"AZ","GREENLEE","DEMOCRAT",996
"1433",4011,2020,"AZ","GREENLEE","REPUBLICAN",1571
"1434",4011,2020,"AZ","GREENLEE","REPUBLICAN",840
"1443",4011,2020,"AZ","GREENLEE","DEMOCRAT",2
"1444",4011,2020,"AZ","GREENLEE","REPUBLICAN",22
"1447",4011,2020,"AZ","GREENLEE","DEMOCRAT",184
"1461",4012,2020,"AZ","LA PAZ","DEMOCRAT",1508
"1464",4012,2020,"AZ","LA PAZ","REPUBLICAN",1606
"1465",4012,2020,"AZ","LA PAZ","REPUBLICAN",2936
"1470",4012,2020,"AZ","LA PAZ","DEMOCRAT",186
"1472",4012,2020,"AZ","LA PAZ","REPUBLICAN",587
"1482",4012,2020,"AZ","LA PAZ","DEMOCRAT",542
"1493",4013,2020,"AZ","MARICOPA","REPUBLICAN",889400
"1501",4013,2020,"AZ","MARICOPA","DEMOCRAT",59513
"1508",4013,2020,"AZ","MARICOPA","DEMOCRAT",2804
"1513",4013,2020,"AZ","MARICOPA","REPUBLICAN",103086
"1515",4013,2020,"AZ","MARICOPA","DEMOCRAT",978457
"1516",4013,2020,"AZ","MARICOPA","REPUBLICAN",3179
"1536",4015,2020,"AZ","MOHAVE","DEMOCRAT",2943
"1540",4015,2020,"AZ","MOHAVE","REPUBLICAN",20938
"1541",4015,2020,"AZ","MOHAVE","REPUBLICAN",56914
"1543",4015,2020,"AZ","MOHAVE","DEMOCRAT",21783
"1545",4015,2020,"AZ","MOHAVE","REPUBLICAN",683
"1549",4015,2020,"AZ","MOHAVE","DEMOCRAT",105
"1555",4017,2020,"AZ","NAVAJO","REPUBLICAN",18787
"1558",4017,2020,"AZ","NAVAJO","REPUBLICAN",8722
"1570",4017,2020,"AZ","NAVAJO","DEMOCRAT",91
"1572",4017,2020,"AZ","NAVAJO","REPUBLICAN",148
"1579",4017,2020,"AZ","NAVAJO","DEMOCRAT",6425
"1580",4017,2020,"AZ","NAVAJO","DEMOCRAT",16867
"1587",4019,2020,"AZ","PIMA","DEMOCRAT",15246
"1593",4019,2020,"AZ","PIMA","DEMOCRAT",282457
"1600",4019,2020,"AZ","PIMA","REPUBLICAN",165747
"1601",4019,2020,"AZ","PIMA","REPUBLICAN",8344
"1603",4019,2020,"AZ","PIMA","DEMOCRAT",7278
"1604",4019,2020,"AZ","PIMA","REPUBLICAN",33667
"1618",4021,2020,"AZ","PINAL","REPUBLICAN",80293
"1630",4021,2020,"AZ","PINAL","REPUBLICAN",507
"1633",4021,2020,"AZ","PINAL","DEMOCRAT",65042
"1634",4021,2020,"AZ","PINAL","DEMOCRAT",9812
"1639",4021,2020,"AZ","PINAL","DEMOCRAT",252
"1645",4021,2020,"AZ","PINAL","REPUBLICAN",26277
"1659",4023,2020,"AZ","SANTA CRUZ","REPUBLICAN",36
"1662",4023,2020,"AZ","SANTA CRUZ","DEMOCRAT",10859
"1663",4023,2020,"AZ","SANTA CRUZ","DEMOCRAT",74
"1664",4023,2020,"AZ","SANTA CRUZ","REPUBLICAN",4279
"1669",4023,2020,"AZ","SANTA CRUZ","DEMOCRAT",2205
"1671",4023,2020,"AZ","SANTA CRUZ","REPUBLICAN",1879
"1678",4025,2020,"AZ","YAVAPAI","DEMOCRAT",2665
"1679",4025,2020,"AZ","YAVAPAI","DEMOCRAT",46865
"1692",4025,2020,"AZ","YAVAPAI","REPUBLICAN",14845
"1693",4025,2020,"AZ","YAVAPAI","REPUBLICAN",266
"1704",4025,2020,"AZ","YAVAPAI","DEMOCRAT",72
"1705",4025,2020,"AZ","YAVAPAI","REPUBLICAN",76416
"1714",4027,2020,"AZ","YUMA","DEMOCRAT",3570
"1715",4027,2020,"AZ","YUMA","REPUBLICAN",657
"1717",4027,2020,"AZ","YUMA","DEMOCRAT",28134
"1721",4027,2020,"AZ","YUMA","DEMOCRAT",506
"1728",4027,2020,"AZ","YUMA","REPUBLICAN",30226
"1733",4027,2020,"AZ","YUMA","REPUBLICAN",5651
"1739",5001,2020,"AR","ARKANSAS","DEMOCRAT",172
"1742",5001,2020,"AR","ARKANSAS","DEMOCRAT",3
"1749",5001,2020,"AR","ARKANSAS","REPUBLICAN",145
"1758",5001,2020,"AR","ARKANSAS","DEMOCRAT",224
"1768",5001,2020,"AR","ARKANSAS","DEMOCRAT",1419
"1771",5001,2020,"AR","ARKANSAS","REPUBLICAN",500
"1772",5001,2020,"AR","ARKANSAS","REPUBLICAN",1
"1773",5001,2020,"AR","ARKANSAS","REPUBLICAN",3658
"1775",5003,2020,"AR","ASHLEY","REPUBLICAN",1232
"1784",5003,2020,"AR","ASHLEY","REPUBLICAN",12
"1793",5003,2020,"AR","ASHLEY","DEMOCRAT",1309
"1795",5003,2020,"AR","ASHLEY","DEMOCRAT",462
"1805",5003,2020,"AR","ASHLEY","REPUBLICAN",4018
"1807",5003,2020,"AR","ASHLEY","DEMOCRAT",7
"1808",5003,2020,"AR","ASHLEY","REPUBLICAN",286
"1810",5003,2020,"AR","ASHLEY","DEMOCRAT",347
"1812",5005,2020,"AR","BAXTER","DEMOCRAT",449
"1816",5005,2020,"AR","BAXTER","DEMOCRAT",1236
"1823",5005,2020,"AR","BAXTER","REPUBLICAN",1160
"1824",5005,2020,"AR","BAXTER","DEMOCRAT",0
"1825",5005,2020,"AR","BAXTER","DEMOCRAT",2950
"1829",5005,2020,"AR","BAXTER","REPUBLICAN",2540
"1830",5005,2020,"AR","BAXTER","REPUBLICAN",0
"1838",5005,2020,"AR","BAXTER","REPUBLICAN",12136
"1848",5007,2020,"AR","BENTON","DEMOCRAT",4565
"1850",5007,2020,"AR","BENTON","REPUBLICAN",56966
"1862",5007,2020,"AR","BENTON","DEMOCRAT",9176
"1863",5007,2020,"AR","BENTON","REPUBLICAN",5400
"1865",5007,2020,"AR","BENTON","DEMOCRAT",28508
"1872",5007,2020,"AR","BENTON","DEMOCRAT",0
"1875",5007,2020,"AR","BENTON","REPUBLICAN",11599
"1881",5007,2020,"AR","BENTON","REPUBLICAN",0
"1884",5009,2020,"AR","BOONE","DEMOCRAT",3
"1891",5009,2020,"AR","BOONE","REPUBLICAN",711
"1895",5009,2020,"AR","BOONE","REPUBLICAN",6
"1898",5009,2020,"AR","BOONE","DEMOCRAT",489
"1901",5009,2020,"AR","BOONE","REPUBLICAN",9235
"1903",5009,2020,"AR","BOONE","REPUBLICAN",3700
"1908",5009,2020,"AR","BOONE","DEMOCRAT",584
"1909",5009,2020,"AR","BOONE","DEMOCRAT",1988
"1928",5011,2020,"AR","BRADLEY","DEMOCRAT",290
"1930",5011,2020,"AR","BRADLEY","DEMOCRAT",759
"1932",5011,2020,"AR","BRADLEY","DEMOCRAT",3
"1940",5011,2020,"AR","BRADLEY","REPUBLICAN",2
"1944",5011,2020,"AR","BRADLEY","DEMOCRAT",162
"1945",5011,2020,"AR","BRADLEY","REPUBLICAN",117
"1952",5011,2020,"AR","BRADLEY","REPUBLICAN",772
"1954",5011,2020,"AR","BRADLEY","REPUBLICAN",1444
"1960",5013,2020,"AR","CALHOUN","REPUBLICAN",72
"1966",5013,2020,"AR","CALHOUN","REPUBLICAN",958
"1977",5013,2020,"AR","CALHOUN","DEMOCRAT",128
"1978",5013,2020,"AR","CALHOUN","DEMOCRAT",12
"1980",5013,2020,"AR","CALHOUN","REPUBLICAN",24
"1982",5013,2020,"AR","CALHOUN","REPUBLICAN",582
"1985",5013,2020,"AR","CALHOUN","DEMOCRAT",300
"1988",5013,2020,"AR","CALHOUN","DEMOCRAT",39
"1995",5015,2020,"AR","CARROLL","DEMOCRAT",420
"2000",5015,2020,"AR","CARROLL","DEMOCRAT",1247
"2010",5015,2020,"AR","CARROLL","REPUBLICAN",1892
"2012",5015,2020,"AR","CARROLL","DEMOCRAT",41
"2015",5015,2020,"AR","CARROLL","REPUBLICAN",43
"2017",5015,2020,"AR","CARROLL","DEMOCRAT",2315
"2019",5015,2020,"AR","CARROLL","REPUBLICAN",627
"2024",5015,2020,"AR","CARROLL","REPUBLICAN",4862
"2028",5017,2020,"AR","CHICOT","REPUBLICAN",183
"2030",5017,2020,"AR","CHICOT","REPUBLICAN",362
"2041",5017,2020,"AR","CHICOT","REPUBLICAN",0
"2042",5017,2020,"AR","CHICOT","REPUBLICAN",1207
"2049",5017,2020,"AR","CHICOT","DEMOCRAT",1061
"2054",5017,2020,"AR","CHICOT","DEMOCRAT",375
"2057",5017,2020,"AR","CHICOT","DEMOCRAT",824
"2061",5017,2020,"AR","CHICOT","DEMOCRAT",0
"2071",5019,2020,"AR","CLARK","DEMOCRAT",515
"2080",5019,2020,"AR","CLARK","REPUBLICAN",3076
"2081",5019,2020,"AR","CLARK","DEMOCRAT",485
"2084",5019,2020,"AR","CLARK","DEMOCRAT",2413
"2093",5019,2020,"AR","CLARK","REPUBLICAN",280
"2095",5019,2020,"AR","CLARK","REPUBLICAN",1249
"2097",5019,2020,"AR","CLARK","DEMOCRAT",25
"2098",5019,2020,"AR","CLARK","REPUBLICAN",11
"2101",5021,2020,"AR","CLAY","REPUBLICAN",954
"2103",5021,2020,"AR","CLAY","REPUBLICAN",2981
"2106",5021,2020,"AR","CLAY","DEMOCRAT",9
"2111",5021,2020,"AR","CLAY","REPUBLICAN",18
"2119",5021,2020,"AR","CLAY","REPUBLICAN",133
"2123",5021,2020,"AR","CLAY","DEMOCRAT",141
"2124",5021,2020,"AR","CLAY","DEMOCRAT",684
"2132",5021,2020,"AR","CLAY","DEMOCRAT",128
"2135",5023,2020,"AR","CLEBURNE","DEMOCRAT",1147
"2141",5023,2020,"AR","CLEBURNE","DEMOCRAT",383
"2144",5023,2020,"AR","CLEBURNE","DEMOCRAT",432
"2146",5023,2020,"AR","CLEBURNE","REPUBLICAN",35
"2152",5023,2020,"AR","CLEBURNE","REPUBLICAN",3581
"2157",5023,2020,"AR","CLEBURNE","REPUBLICAN",423
"2167",5023,2020,"AR","CLEBURNE","REPUBLICAN",6289
"2170",5023,2020,"AR","CLEBURNE","DEMOCRAT",26
"2186",5025,2020,"AR","CLEVELAND","REPUBLICAN",45
"2189",5025,2020,"AR","CLEVELAND","REPUBLICAN",1168
"2193",5025,2020,"AR","CLEVELAND","DEMOCRAT",6
"2201",5025,2020,"AR","CLEVELAND","REPUBLICAN",1570
"2202",5025,2020,"AR","CLEVELAND","REPUBLICAN",84
"2203",5025,2020,"AR","CLEVELAND","DEMOCRAT",84
"2204",5025,2020,"AR","CLEVELAND","DEMOCRAT",377
"2206",5025,2020,"AR","CLEVELAND","DEMOCRAT",184
"2212",5027,2020,"AR","COLUMBIA","REPUBLICAN",31
"2215",5027,2020,"AR","COLUMBIA","DEMOCRAT",392
"2217",5027,2020,"AR","COLUMBIA","REPUBLICAN",294
"2218",5027,2020,"AR","COLUMBIA","DEMOCRAT",418
"2222",5027,2020,"AR","COLUMBIA","REPUBLICAN",756
"2224",5027,2020,"AR","COLUMBIA","DEMOCRAT",33
"2229",5027,2020,"AR","COLUMBIA","REPUBLICAN",4419
"2239",5027,2020,"AR","COLUMBIA","DEMOCRAT",1971
"2243",5029,2020,"AR","CONWAY","DEMOCRAT",514
"2247",5029,2020,"AR","CONWAY","DEMOCRAT",1547
"2259",5029,2020,"AR","CONWAY","REPUBLICAN",282
"2261",5029,2020,"AR","CONWAY","REPUBLICAN",2054
"2262",5029,2020,"AR","CONWAY","DEMOCRAT",554
"2268",5029,2020,"AR","CONWAY","DEMOCRAT",0
"2270",5029,2020,"AR","CONWAY","REPUBLICAN",3358
"2275",5029,2020,"AR","CONWAY","REPUBLICAN",0
"2287",5031,2020,"AR","CRAIGHEAD","REPUBLICAN",7036
"2298",5031,2020,"AR","CRAIGHEAD","REPUBLICAN",1321
"2301",5031,2020,"AR","CRAIGHEAD","DEMOCRAT",7574
"2305",5031,2020,"AR","CRAIGHEAD","REPUBLICAN",45
"2308",5031,2020,"AR","CRAIGHEAD","REPUBLICAN",17156
"2310",5031,2020,"AR","CRAIGHEAD","DEMOCRAT",1861
"2311",5031,2020,"AR","CRAIGHEAD","DEMOCRAT",2450
"2313",5031,2020,"AR","CRAIGHEAD","DEMOCRAT",36
"2321",5033,2020,"AR","CRAWFORD","REPUBLICAN",964
"2324",5033,2020,"AR","CRAWFORD","REPUBLICAN",40
"2326",5033,2020,"AR","CRAWFORD","REPUBLICAN",4268
"2328",5033,2020,"AR","CRAWFORD","REPUBLICAN",13335
"2336",5033,2020,"AR","CRAWFORD","DEMOCRAT",806
"2337",5033,2020,"AR","CRAWFORD","DEMOCRAT",3082
"2346",5033,2020,"AR","CRAWFORD","DEMOCRAT",21
"2348",5033,2020,"AR","CRAWFORD","DEMOCRAT",1050
"2351",5035,2020,"AR","CRITTENDEN","REPUBLICAN",1072
"2354",5035,2020,"AR","CRITTENDEN","REPUBLICAN",5895
"2359",5035,2020,"AR","CRITTENDEN","REPUBLICAN",79
"2364",5035,2020,"AR","CRITTENDEN","REPUBLICAN",287
"2366",5035,2020,"AR","CRITTENDEN","DEMOCRAT",538
"2376",5035,2020,"AR","CRITTENDEN","DEMOCRAT",169
"2384",5035,2020,"AR","CRITTENDEN","DEMOCRAT",1595
"2386",5035,2020,"AR","CRITTENDEN","DEMOCRAT",6212
"2397",5037,2020,"AR","CROSS","REPUBLICAN",161
"2400",5037,2020,"AR","CROSS","REPUBLICAN",18
"2407",5037,2020,"AR","CROSS","REPUBLICAN",3791
"2409",5037,2020,"AR","CROSS","DEMOCRAT",222
"2410",5037,2020,"AR","CROSS","REPUBLICAN",976
"2415",5037,2020,"AR","CROSS","DEMOCRAT",1206
"2419",5037,2020,"AR","CROSS","DEMOCRAT",331
"2420",5037,2020,"AR","CROSS","DEMOCRAT",13
"2426",5039,2020,"AR","DALLAS","REPUBLICAN",0
"2428",5039,2020,"AR","DALLAS","DEMOCRAT",62
"2430",5039,2020,"AR","DALLAS","DEMOCRAT",2
"2431",5039,2020,"AR","DALLAS","DEMOCRAT",650
"2443",5039,2020,"AR","DALLAS","DEMOCRAT",249
"2447",5039,2020,"AR","DALLAS","REPUBLICAN",44
"2454",5039,2020,"AR","DALLAS","REPUBLICAN",645
"2455",5039,2020,"AR","DALLAS","REPUBLICAN",884
"2463",5041,2020,"AR","DESHA","REPUBLICAN",4
"2470",5041,2020,"AR","DESHA","REPUBLICAN",414
"2471",5041,2020,"AR","DESHA","DEMOCRAT",1299
"2473",5041,2020,"AR","DESHA","REPUBLICAN",1379
"2482",5041,2020,"AR","DESHA","REPUBLICAN",124
"2488",5041,2020,"AR","DESHA","DEMOCRAT",494
"2489",5041,2020,"AR","DESHA","DEMOCRAT",8
"2494",5041,2020,"AR","DESHA","DEMOCRAT",215
"2496",5043,2020,"AR","DREW","DEMOCRAT",1650
"2503",5043,2020,"AR","DREW","REPUBLICAN",273
"2510",5043,2020,"AR","DREW","DEMOCRAT",459
"2514",5043,2020,"AR","DREW","DEMOCRAT",0
"2515",5043,2020,"AR","DREW","DEMOCRAT",317
"2516",5043,2020,"AR","DREW","REPUBLICAN",3126
"2521",5043,2020,"AR","DREW","REPUBLICAN",950
"2527",5043,2020,"AR","DREW","REPUBLICAN",0
"2535",5045,2020,"AR","FAULKNER","REPUBLICAN",83
"2553",5045,2020,"AR","FAULKNER","REPUBLICAN",27934
"2554",5045,2020,"AR","FAULKNER","REPUBLICAN",5072
"2557",5045,2020,"AR","FAULKNER","DEMOCRAT",1989
"2561",5045,2020,"AR","FAULKNER","REPUBLICAN",1332
"2562",5045,2020,"AR","FAULKNER","DEMOCRAT",2479
"2565",5045,2020,"AR","FAULKNER","DEMOCRAT",13799
"2566",5045,2020,"AR","FAULKNER","DEMOCRAT",80
"2572",5047,2020,"AR","FRANKLIN","DEMOCRAT",227
"2574",5047,2020,"AR","FRANKLIN","DEMOCRAT",871
"2575",5047,2020,"AR","FRANKLIN","DEMOCRAT",2
"2582",5047,2020,"AR","FRANKLIN","REPUBLICAN",1355
"2583",5047,2020,"AR","FRANKLIN","DEMOCRAT",200
"2584",5047,2020,"AR","FRANKLIN","REPUBLICAN",4101
"2589",5047,2020,"AR","FRANKLIN","REPUBLICAN",13
"2595",5047,2020,"AR","FRANKLIN","REPUBLICAN",208
"2608",5049,2020,"AR","FULTON","REPUBLICAN",17
"2610",5049,2020,"AR","FULTON","DEMOCRAT",208
"2612",5049,2020,"AR","FULTON","DEMOCRAT",642
"2616",5049,2020,"AR","FULTON","REPUBLICAN",1294
"2617",5049,2020,"AR","FULTON","DEMOCRAT",181
"2618",5049,2020,"AR","FULTON","DEMOCRAT",4
"2628",5049,2020,"AR","FULTON","REPUBLICAN",2493
"2630",5049,2020,"AR","FULTON","REPUBLICAN",157
"2639",5051,2020,"AR","GARLAND","REPUBLICAN",4080
"2641",5051,2020,"AR","GARLAND","REPUBLICAN",22991
"2645",5051,2020,"AR","GARLAND","DEMOCRAT",1287
"2646",5051,2020,"AR","GARLAND","DEMOCRAT",84
"2650",5051,2020,"AR","GARLAND","DEMOCRAT",3062
"2655",5051,2020,"AR","GARLAND","REPUBLICAN",1880
"2659",5051,2020,"AR","GARLAND","DEMOCRAT",9612
"2660",5051,2020,"AR","GARLAND","REPUBLICAN",118
"2679",5053,2020,"AR","GRANT","REPUBLICAN",3
"2681",5053,2020,"AR","GRANT","DEMOCRAT",0
"2687",5053,2020,"AR","GRANT","DEMOCRAT",238
